sent,verb,index,sign,seq_label,label,verbs,indexs,signs,labels,dataset
She's just looking over there to see which one she wants to throw up on.,"['throw', 'see']","[12, 6]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['throw', 'see']","[12, 6]","['NONE', 'NONE']","[0, 0]",vua
"There was, at last, a look of alarm on his face, and I could see him wondering whether he really would have to pull the small trigger.","['see', 'pull']","[14, 23]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['see', 'pull']","[14, 23]","['NONE', 'NONE']","[0, 0]",vua
"The long back legs of such hunters look highly suitable for running, and as they did so the long tail may have been held erect as a kind of counter-balance( see p. 116).","['look', 'see']","[7, 30]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['look', 'see']","[7, 30]","['NONE', 'NONE']","[0, 0]",vua
He looks up to see her approaching.,"['look', 'see']","[1, 4]",NONE,"[0, 0, 0, 0, 0, 0, 0]",0,"['look', 'see']","[1, 4]","['NONE', 'NONE']","[0, 0]",vua
"We have taken a step backward, Ryan said and on this sorry evidence it looks as if it will be backwards all the way when the Test takes place at Cardiff Arms Park on 4 November.","['take', 'look']","[27, 14]",VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['take', 'look']","[27, 14]","['VERB', 'VERB']","[1, 1]",vua
"No, no, I come in the car, I was coming on the bus when I had this bloke next door doing some work like, I used to go out with him years ago, so he come in and had a cup of tea, I said, come in about half past eleven went home at one, he come","['come', 'go']","[3, 27]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['come', 'go', 'come', 'come', 'come']","[3, 27, 3, 3, 3]","['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","[0, 0, 0, 0, 0]",vua
"I said oh come on, we might as well go down and have a look.","['come', 'go']","[3, 9]",VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,"['come', 'go']","[3, 9]","['VERB', 'VERB']","[1, 1]",vua
"it's raining in time for us to go to school, come on","['come', 'go']","[10, 7]","['VERB', 'NONE']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,"['come', 'go']","[10, 7]","['VERB', 'NONE']","[1, 0]",vua
"Joe and I mean I come a long way and they said he told them I wan na pop in Friday morning before we go He was surprised He said well I weren't surprised, I said but er you know I want a name yeah well, he just said well I can't he can't fault me on anything.","['come', 'go']","[5, 24]","['VERB', 'NONE']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['come', 'go']","[5, 24]","['VERB', 'NONE']","[1, 0]",vua
This contribution cuts across many of the questions relating to particular applications that were raised in preceding chapters and draws attention to the dangers of neglecting institutional and personal considerations in practice.,"['cut', 'draw']","[2, 19]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['cut', 'draw']","[2, 19]","['NONE', 'NONE']","[0, 0]",vua
Why can't bloody rabbits come and eat my lawns?,"['come', 'eat']","[4, 6]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['come', 'eat']","[4, 6]","['NONE', 'NONE']","[0, 0]",vua
"Jensen and Christiansen( 1986), working in the south-eastern USA, use a raster approach( with a pixel resolution of 20 m&sup2;) and Boolean overlay to weed out particular sites, such as those which are poorly drained, environmentally sensitive or inaccessible( see also Stewart 1987).","['use', 'see']","[9, 39]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['use', 'see']","[9, 39]","['NONE', 'NONE']","[0, 0]",vua
"Merchant et al.( 1987) for example, use the image processing system ERDAS to construct an index of vulnerability to groundwater pollution; this uses variables such as depth to water table, soil type, slope and so on( see Estes et al. 1987 for a similar approach).","['use', 'see']","[6, 36]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['use', 'see']","[6, 36]","['NONE', 'NONE']","[0, 0]",vua
"aren't we, yeah it's going to rain as well, look at that, we're gon na have to put our coats, our rain coats on","['put', 'look']","[17, 9]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['put', 'look']","[17, 9]","['NONE', 'NONE']","[0, 0]",vua
"If the dinosaur did, after all, live on dry land, then the long neck could have usefully functioned to allow the animal to browse the high foliage of trees( see p. 116).","['see', 'allow']","[29, 19]","['NONE', 'VERB']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['see', 'allow']","[29, 19]","['NONE', 'VERB']","[0, 1]",vua
"In it , the hero gets dragged to the '' Cave Town '' mall by his mom , gets lost , gets found , and is rewarded with an ice cream cone ",drag,[6],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[6],['NONE'],[0],trofi
"The government had a change of heart and threatened to drag him off the boat in mid - Baltic , but then relented ",drag,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[10],['NONE'],[0],trofi
Splashed across local papers was the picture of two burly federal marshals dragging a small woman through the car 's broken window ,drag,[12],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[12],['NONE'],[0],trofi
"Another day , with his arm caught in the window of a student 's car , he got dragged down the block ",drag,[18],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[18],['NONE'],[0],trofi
"From the start , the women are trodden upon , dragged across the stage , pushed around , used as wheelbarrows ",drag,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[10],['NONE'],[0],trofi
One ad in the campaign developed by Lintas : Campbell - Ewald & Co. shows a Chevrolet S-10 compact pickup dragging a Ford Ranger into a '' crater of fire . ',drag,[20],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[20],['NONE'],[0],trofi
"A few years ago , Dr. Zimmerman and his colleagues dragged nests of two different termite species into the lab and measured their methane output ",drag,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[10],['NONE'],[0],trofi
"The pipe , dragging the sea floor 500 feet below , hit a coral boulder eight feet in diameter and sprang a leak ",drag,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[3],['NONE'],[0],trofi
"That 's pretty much it , plotwise , except for coming up with the various modes of transportation the bounty hunter cop has to use to drag the con man accountant across country ",drag,[26],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[26],['NONE'],[0],trofi
"After burying the eggs in the sand , it dragged its body back and forth across the beach until it had eliminated any clues to the nest 's location ",drag,[9],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[9],['NONE'],[0],trofi
An Aer Lingus spokesman claimed Italy is dragging its feet because Alitalia plans to start flights between Milan and Manchester this month ,drag,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[7],['NONE'],[0],trofi
"About half of Cray 's R & D budget now goes into creating software , a combination art and science that so totally engrosses some Cray designers that they sometimes have to be dragged away from their terminals and told to get some rest ",drag,[33],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[33],['NONE'],[0],trofi
"He was at first left alone , but was then dragged before a military court and given a 12-year prison sentence ",drag,[10],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[10],['NONE'],[0],trofi
"He disputes the longheld theory that the Great Pyramids were made of limestone blocks cut , dragged long distances , and hoisted into place , arguing that they were made by pouring long - lasting cement ",drag,[16],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['drag'],[16],['NONE'],[0],trofi
'' That would cause Boeing to finally move on the 7J7 and stop dragging its feet . ',drag,[13],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,['drag'],[13],['VERB'],[1],trofi
"The Japanese government is still reeling from U.S. accusations last summer that MITI dragged its feet in investigating the shipment by the Toshiba unit , Toshiba Machine Co . , of sophisticated milling machines to a Soviet shipyard in 1983 and 1984 ",drag,[13],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[13],['VERB'],[1],trofi
"While broadcasting revenue increased 9 % in the quarter , earnings were dragged down by weak national sales and Gannett 's investment in GTG Entertainment , a new TV production company headed by Grant Tinker ",drag,[12],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[12],['VERB'],[1],trofi
Their recent hostile tender offer for Chicago - based USG dragged on for months before the company defeated them earlier this year with a sweetened recapitalization plan ,drag,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[10],['VERB'],[1],trofi
"Even so , the biggest issues on the National Association of Securities Dealers automated quotation service did better yesterday than those in the Dow , which was dragged down by disappointing special earnings gains reported by IBM ",drag,[27],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[27],['VERB'],[1],trofi
"Johnson was then moved in other conversational directions , but the conclusion of his thought was clear : It 's tough to move fast when you 're dragging a tree ",drag,[27],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['drag'],[27],['VERB'],[1],trofi
"The Peloponnesian War , that devastating conflict between Sparta and Athens that broke out in 431 B.C. and dragged on until 404 B.C . , has long been regarded as the turning point in the career of the Athenian experiment in democracy ",drag,[18],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[18],['VERB'],[1],trofi
"'' Advertisers are expected to drag their heels a little bit -LRB- now -RRB- , arguing that , hey , there just are n't that many eyeballs out there . '",drag,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[5],['VERB'],[1],trofi
"If the June deficit turns out to have been significantly wider than in May , many analysts expect the dollar to drop sharply and to drag bond prices down with it ",drag,[25],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['drag'],[25],['VERB'],[1],trofi
A recently proposed credit for Ecuador has yet to be completed and Brazil 's bank debt talks have dragged on for weeks longer than expected ,drag,[18],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,['drag'],[18],['VERB'],[1],trofi
"It began to drag us into it , '' says Richard Behar , the 27-year - old magazine writer who founded the group ",drag,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[3],['VERB'],[1],trofi
"Yesterday , Wall Street analysts said they expect the state - Lilco negotiations to drag on for perhaps another three to four months ",drag,[14],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[14],['VERB'],[1],trofi
'' He could n't take being dragged in ,drag,[6],VERB,"[0, 0, 0, 0, 0, 0, 1, 0]",1,['drag'],[6],['VERB'],[1],trofi
The U.S. side was angry that talks were dragging ,drag,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",1,['drag'],[8],['VERB'],[1],trofi
Everybody stands up at the session to make sure the meeting does n't drag on and interrupt the day 's routine ,drag,[13],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[13],['VERB'],[1],trofi
"In fact , the biggest problem facing a Jimmy Snyder or Gary Hart today is n't the loss of job or candidacy but the likelihood that he will have to drag his offense forever , like a tin bell , all across the land ",drag,[30],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[30],['VERB'],[1],trofi
Cautious bureaucrats drag their feet while progressive colleagues and scientists urge reform ,drag,[2],VERB,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[2],['VERB'],[1],trofi
"'' We wanted an arresting headline that would drag people into the body copy , '' says Tambrands spokesman Paul Konney ",drag,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[8],['VERB'],[1],trofi
"Yesterday , Alan J. Brody , Comex chairman , president and chief executive officer , accused Nymex of dragging its feet on the closely watched talks ",drag,[18],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[18],['VERB'],[1],trofi
"Every four years we can count on a presidential election , the Olympics , and Mr. Schlesinger dragging out his tired old essay on why he does n't like the electoral college ",drag,[17],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[17],['VERB'],[1],trofi
"'' In the long run , that does more for a car 's image than if you drag your feet and wait . '",drag,[17],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,['drag'],[17],['VERB'],[1],trofi
But the bigger companies ' stocks have dragged down the group 's performance ,drag,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['drag'],[7],['VERB'],[1],trofi
"As negotiations dragged on , Mr. Finkelstein , known as a straightforward man , exclaimed , '' We 're getting nowhere , and it 's getting late . '",drag,[2],VERB,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[2],['VERB'],[1],trofi
"Last week , though , some of them were dragged off a train and prevented from traveling to Moscow to meet with President Reagan ",drag,[9],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[9],['VERB'],[1],trofi
"They never say excuse me , '' says Jacqueline Yun , a crop - haired Korean - American , as she drags on a cigarette ",drag,[21],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,['drag'],[21],['VERB'],[1],trofi
"'' As a result , gold and silver were dragged down more by platinum than by crude oil , '' he said ",drag,[9],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[9],['VERB'],[1],trofi
"'' Things are really rapidly falling into place , '' said a Navy official who previously had complained that the Pentagon brass was dragging its feet on the project ",drag,[23],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['drag'],[23],['VERB'],[1],trofi
"That in turn will help drag down growth next year , it adds ",drag,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[5],['VERB'],[1],trofi
The oil - service business has been dragging the company 's stock price down since the oil industry peaked in 1981 ,drag,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[7],['VERB'],[1],trofi
A recession could trip up the Canadian dollar 's recovery and a resumption of the dollar 's decline against other major currencies would almost certainly drag the Canadian dollar down too ,drag,[25],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,"['drag', 'drag']","[25, 25]","['VERB', 'VERB']","[1, 1]",trofi
"The U.S. and Pakistan long had sought such a '' front - loading '' of the agreement to ensure that the Soviets do n't reap the political benefits of beginning a withdrawal , and then drag their feet in carrying it out ",drag,[35],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,['drag'],[35],['VERB'],[1],trofi
"The OSU sled 's No . 1 advantage , he says , is an aerodynamic shape that reduces drag 20 % to 25 % ",drag,[18],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['drag'],[18],['VERB'],[1],trofi
"The usually buoyant muscle man drags his way through the picture , though director Walter Hill probably should share the guilt for Arnold 's apparent lethargy ",drag,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[5],['VERB'],[1],trofi
"And because of a writers ' strike that has just dragged into its 15th week , there have been few movie and television deals to cut ",drag,[10],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[10],['VERB'],[1],trofi
The international debt crisis will drag on ,drag,[5],VERB,"[0, 0, 0, 0, 0, 1, 0]",1,['drag'],[5],['VERB'],[1],trofi
"GM 's sales were apparently dragged down by a lackluster performance at its Chevrolet division , which saw sales drop 6 % ",drag,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[5],['VERB'],[1],trofi
"'' Most people can not believe that in the late 1980s this racist stereotype is still in existence anywhere , '' says Dara Demmings , an Interfaith Center executive , who says the company is dragging its feet ",drag,[35],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,['drag'],[35],['VERB'],[1],trofi
Sales are dragging for many reasons ,drag,[2],VERB,"[0, 0, 1, 0, 0, 0]",1,['drag'],[2],['VERB'],[1],trofi
Failure to pull off the buy - back can only add to problems that have dragged Home Shopping 's stock down from a peak of $ 47 a share in January 1987 and left management with credibility problems ,drag,[15],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[15],['VERB'],[1],trofi
"Though Telepictures was considered a high - flying entrepreneurial company when it merged with Lorimar , Lorimar 's troubles dragged the company down after the merger , and Mr. Garin clashed over strategy and style with Lorimar Chairman Merv Adelson ",drag,[19],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['drag'],[19],['VERB'],[1],trofi
"I sit down to the table, and watch me, real men aren't like that are they? and it locks","['watch', 'lock']","[7, 18]","['NONE', 'VERB']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"['watch', 'lock']","[7, 18]","['NONE', 'VERB']","[0, 1]",vua
"if you do that, I think perhaps that's the best kind of action, have a word with him and go down I mean","['think', 'go']","[5, 19]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['think', 'go']","[5, 19]","['NONE', 'NONE']","[0, 0]",vua
Oh I don't think I shall go in for that.,"['think', 'go']","[3, 6]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['think', 'go']","[3, 6]","['NONE', 'NONE']","[0, 0]",vua
"As different layers are added sequentially we see how the proportion of available land shrinks( Pl. 10.3); for instance, when geological criteria are set in the search for a deep repository, 25 per cent of land area remains and the addition of the population density layer reduces this to 24 per cent.","['set', 'see']","[23, 7]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['set', 'see']","[23, 7]","['NONE', 'NONE']","[0, 0]",vua
"Well, leave it up to me, I'll see what I can get I'll get for the party.","['see', 'get', 'leave']","[7, 11, 1]","['VERB', 'NONE', 'VERB']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['see', 'get', 'get', 'leave']","[7, 11, 11, 1]","['VERB', 'NONE', 'NONE', 'VERB']","[1, 0, 0, 1]",vua
"If one person chooses to cause serious injury to another, it should be presumed that he or she realizes that there is always a risk of death, and such cases show a sufficiently wanton disregard for life as to warrant the label murder if death results.","['cause', 'show']","[5, 30]","['NONE', 'VERB']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['cause', 'show']","[5, 30]","['NONE', 'VERB']","[0, 1]",vua
I'll check on Clare when I get back to London.,"['check', 'get']","[1, 6]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['check', 'get']","[1, 6]","['NONE', 'NONE']","[0, 0]",vua
We are not going to enquire into the details how such beams can be produced( it belongs to the subject of physical electronics); we shall accept the fact that the beam exists and will try to work out the forces on the outermost electrons.,"['try', 'work']","[34, 36]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['try', 'work']","[34, 36]","['NONE', 'NONE']","[0, 0]",vua
"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks, stick them in the fridge, then if I feel like being naughty not ever so naughty because I'm nibbling at carrots rather than a packet of crisps or something.","['cut', 'stick']","[22, 27]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['cut', 'stick']","[22, 27]","['NONE', 'NONE']","[0, 0]",vua
Look at me when you're talking to me I can't hear you.,"['hear', 'look']","[10, 0]",NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['hear', 'look']","[10, 0]","['NONE', 'NONE']","[0, 0]",vua
